time,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
1193,VCB,20140415,13.3946,13.4383,13.0456,13.0892,945980
1194,VCB,20140416,13.0892,13.1765,12.2166,12.8274,799140
1195,VCB,20140417,12.8274,13.002,12.7838,12.8274,1063560
1196,VCB,20140418,12.8274,13.002,12.6093,12.6093,669860
1197,VCB,20140421,12.6093,12.7838,12.4348,12.4348,555160
1198,VCB,20140422,12.4348,12.7838,12.4348,12.6529,455180
1199,VCB,20140423,12.6529,12.9583,12.6093,12.6529,1228250
1200,VCB,20140424,12.6529,12.6966,12.5657,12.6529,495860
1201,VCB,20140425,12.6529,12.6966,12.522,12.6529,618400
1202,VCB,20140428,12.6529,12.6529,12.3911,12.4348,843660
1203,VCB,20140429,12.4348,12.6093,12.3911,12.5657,168700
1204,VCB,20140505,12.5657,12.5657,11.7803,11.8239,613130
1205,VCB,20140506,11.8239,11.8676,11.3004,11.5622,569510
1206,VCB,20140507,11.5622,11.7803,11.5185,11.6494,312630
1207,VCB,20140508,11.6494,11.6494,10.8641,10.8641,1770040
1208,VCB,20140509,10.8641,11.1258,10.515,11.0822,907580
1209,VCB,20140512,11.0822,11.0822,10.3405,10.3841,1179560
1210,VCB,20140513,10.3841,10.6023,10.2532,10.6023,764660
1211,VCB,20140514,10.6023,11.344,10.6023,11.344,1159110
1212,VCB,20140515,11.344,11.6058,10.9077,11.3004,1470070
1213,VCB,20140516,11.3004,11.7803,11.1258,11.7803,630360
1214,VCB,20140519,11.7803,11.9548,11.6058,11.9548,574880
1215,VCB,20140520,11.9548,11.9548,11.5622,11.9112,280870
1216,VCB,20140521,11.9112,11.9548,11.7367,11.8676,289340
1217,VCB,20140522,11.8676,11.9112,11.7803,11.7803,463230
1218,VCB,20140523,11.7803,11.7803,11.4749,11.4749,493560
1219,VCB,20140526,11.4749,11.9112,11.4749,11.9112,319920
1220,VCB,20140527,11.9112,12.4348,11.8676,12.4348,482210
1221,VCB,20140528,12.4348,12.6966,12.4348,12.6093,849320
1222,VCB,20140529,12.6093,12.7402,12.3911,12.4784,360170
1223,VCB,20140530,12.4784,12.6529,12.3911,12.6529,397450
1224,VCB,20140602,12.6529,12.6966,12.3911,12.6529,306000
1225,VCB,20140603,12.6529,12.6529,12.5657,12.6093,229670
1226,VCB,20140604,12.6093,12.6093,12.3475,12.4348,68300
1227,VCB,20140605,12.4348,12.4348,12.173,12.173,208520
1228,VCB,20140606,12.173,12.6529,12.3475,12.5657,331530
1229,VCB,20140609,12.5657,12.6966,12.522,12.5657,373710
1230,VCB,20140610,12.5657,12.6529,12.4784,12.4784,304310
1231,VCB,20140611,12.4784,12.6966,12.522,12.6966,329650
1232,VCB,20140612,12.6966,13.2638,12.8274,13.002,535340
1233,VCB,20140613,13.002,13.1765,13.0456,13.1329,286880
1234,VCB,20140616,13.1329,13.1329,12.8711,13.0456,692070
1235,VCB,20140617,13.0456,13.0892,12.9583,13.0892,513190
1236,VCB,20140618,13.0874,13.7982,13.4846,13.5892,1258160
1237,VCB,20140619,13.5892,13.5892,13.171,13.3801,472560
1238,VCB,20140620,13.3801,13.5369,13.0142,13.0142,1663210
1239,VCB,20140623,13.0142,13.746,13.0142,13.6937,1147970
1240,VCB,20140624,13.6937,13.746,13.5892,13.5892,645440
1241,VCB,20140625,13.5892,13.7982,13.5892,13.746,730210
1242,VCB,20140626,13.746,13.9028,13.6937,13.7982,829790
1243,VCB,20140627,13.7982,13.8505,13.746,13.746,480590
1244,VCB,20140630,13.746,13.8505,13.6414,13.6937,65430
1245,VCB,20140701,13.6937,13.746,13.5369,13.5892,452640
1246,VCB,20140702,13.5892,13.6937,13.4846,13.5369,307940
1247,VCB,20140703,13.5369,13.6414,13.4846,13.5369,251340
1248,VCB,20140704,13.5369,13.6937,13.4846,13.6414,419000
1249,VCB,20140707,13.6414,13.7982,13.6414,13.746,481630
1250,VCB,20140708,13.746,13.746,13.6414,13.6937,177750
1251,VCB,20140709,13.6937,13.6937,13.5369,13.5369,261180
1252,VCB,20140710,13.5369,13.6414,13.4324,13.4324,272570
1253,VCB,20140711,13.4324,13.4846,13.3801,13.4324,290530
1254,VCB,20140714,13.4324,13.4846,13.3278,13.4324,115020
1255,VCB,20140715,13.4324,13.5369,13.4324,13.4846,265080
1256,VCB,20140716,13.4846,13.6937,13.4846,13.6414,392220
1257,VCB,20140717,13.6414,13.6937,13.5369,13.5369,203220
1258,VCB,20140718,13.5369,13.6937,13.5369,13.6937,391340
1259,VCB,20140721,13.6937,13.746,13.5369,13.6937,237300
1260,VCB,20140722,13.6937,13.6937,13.4846,13.4846,128580
1261,VCB,20140723,13.4846,13.5892,13.4324,13.5369,54230
1262,VCB,20140724,13.5369,13.5892,13.4846,13.5892,178060
1263,VCB,20140725,13.5892,13.6414,13.4846,13.4846,202600
1264,VCB,20140728,13.4846,13.4846,13.2756,13.3801,192670
1265,VCB,20140729,13.3801,13.4846,13.2756,13.4846,167520
1266,VCB,20140730,13.4846,13.4846,13.2756,13.3801,92210
1267,VCB,20140731,13.3801,13.4324,13.2756,13.3801,164230
1268,VCB,20140801,13.3801,13.4846,13.3278,13.4846,148610
1269,VCB,20140804,13.4846,13.5369,13.3278,13.5369,247230
1270,VCB,20140805,13.5369,13.6937,13.4324,13.6937,529870
1271,VCB,20140806,13.6937,13.6937,13.5892,13.5892,133380
1272,VCB,20140807,13.5892,13.5892,13.5369,13.5892,319690
1273,VCB,20140808,13.5892,13.6414,13.5369,13.5369,165270
1274,VCB,20140811,13.5369,13.5892,13.3801,13.4324,219270
1275,VCB,20140812,13.4324,13.5369,13.4324,13.4846,67530
1276,VCB,20140813,13.4846,13.5892,13.4846,13.5892,206990
1277,VCB,20140814,13.5892,13.5892,13.4324,13.5369,205890
1278,VCB,20140815,13.5369,13.5369,13.3801,13.4324,199200
1279,VCB,20140818,13.4324,13.5369,13.4324,13.4846,192610
1280,VCB,20140819,13.4846,13.5369,13.4324,13.4846,377640
1281,VCB,20140820,13.4846,13.955,13.4324,13.8505,1362550
1282,VCB,20140821,13.8505,14.2163,13.7982,14.2163,1269510
1283,VCB,20140822,14.2163,14.3731,14.1641,14.2163,782990
1284,VCB,20140825,14.2163,14.3209,14.1118,14.3209,1071600
1285,VCB,20140826,14.3209,14.5822,14.1641,14.5822,1074900
1286,VCB,20140827,14.5822,14.5822,14.2686,14.4254,397700
1287,VCB,20140828,14.4254,14.4777,14.2163,14.3731,435590
1288,VCB,20140829,14.3731,14.6867,14.3731,14.6345,764530
1289,VCB,20140903,14.6345,14.8958,14.6345,14.7913,497010
1290,VCB,20140904,14.7913,15.0526,14.5299,15.0526,1262820
1291,VCB,20140905,15.0526,15.3662,14.8958,15.3139,586820
1292,VCB,20140908,15.3139,15.3662,15.2094,15.3139,331740
1293,VCB,20140909,15.3139,15.3139,14.8958,14.9481,720410
1294,VCB,20140910,14.9481,15.0526,14.6867,14.9481,626170
1295,VCB,20140911,14.9481,15.0003,14.7913,14.8958,131340
1296,VCB,20140912,14.8958,14.8958,14.6867,14.8958,170420
1297,VCB,20140915,14.8958,14.8958,14.4777,14.5299,549300
1298,VCB,20140916,14.5299,14.5299,14.0596,14.3209,766540
1299,VCB,20140917,14.3209,14.3731,14.1641,14.2163,307610
1300,VCB,20140918,14.2163,14.5299,14.2163,14.2686,107130
1301,VCB,20140919,14.2686,14.2686,13.746,13.746,1531950
1302,VCB,20140922,13.746,14.1641,14.0073,14.0073,522460
1303,VCB,20140923,14.0073,14.1118,13.955,14.0073,139320
1304,VCB,20140924,14.0073,14.1118,13.9028,13.955,748120
1305,VCB,20140925,13.955,13.955,13.6937,13.8505,818580
1306,VCB,20140926,13.8505,14.0073,13.7982,13.7982,556060
1307,VCB,20140929,13.7982,13.7982,13.6414,13.6937,996190
1308,VCB,20140930,13.6937,13.7982,13.5892,13.6414,1088850
1309,VCB,20141001,13.6414,13.9028,13.6414,13.7982,1156710
1310,VCB,20141002,13.7982,14.3209,13.8505,14.3209,631980
1311,VCB,20141003,14.3209,14.4254,14.3209,14.3731,838150
1312,VCB,20141006,14.3731,14.3731,14.1641,14.2163,420510
1313,VCB,20141007,14.2163,14.2686,14.1118,14.2163,241160
1314,VCB,20141008,14.2163,14.2163,14.0596,14.1118,142470
1315,VCB,20141009,14.1118,14.3209,14.0596,14.2163,303110
1316,VCB,20141010,14.2163,14.2686,14.1118,14.1118,242990
1317,VCB,20141013,14.1118,14.1118,13.955,14.1118,213690
1318,VCB,20141014,14.1118,14.1118,13.955,13.955,105230
1319,VCB,20141015,13.955,14.0596,13.746,14.0596,268140
1320,VCB,20141016,14.0596,14.0596,13.7982,13.955,372630
1321,VCB,20141017,13.955,13.955,13.5892,13.7982,544860
1322,VCB,20141020,13.7982,14.0596,13.746,13.9028,86000
1323,VCB,20141021,13.9028,14.0073,13.8505,13.955,82890
1324,VCB,20141022,13.955,14.0596,13.8505,13.955,204730
1325,VCB,20141023,13.955,13.955,13.7982,13.8505,315030
1326,VCB,20141024,13.8505,13.955,13.7982,13.8505,115150
1327,VCB,20141027,13.8505,13.9028,13.5892,13.5892,151010
1328,VCB,20141028,13.5892,13.8505,13.5892,13.8505,225500
1329,VCB,20141029,13.8505,13.9028,13.6937,13.746,122130
1330,VCB,20141030,13.746,13.955,13.746,13.955,170230
1331,VCB,20141031,13.955,14.5299,13.955,14.4777,855140
1332,VCB,20141103,14.4777,14.739,14.4254,14.739,581720
1333,VCB,20141104,14.739,14.739,14.3731,14.3731,352520
1334,VCB,20141105,14.3731,14.4254,14.2686,14.3209,209710
1335,VCB,20141106,14.3209,14.3731,14.1641,14.2163,127270
1336,VCB,20141107,14.2163,14.4777,14.1118,14.2163,195560
1337,VCB,20141110,14.2163,14.4777,14.1641,14.2686,338860
1338,VCB,20141111,14.2686,14.3209,14.2163,14.2163,170350
1339,VCB,20141112,14.2163,14.3731,14.2686,14.2686,101700
1340,VCB,20141113,14.2686,14.3731,14.2686,14.2686,171600
1341,VCB,20141114,14.2686,14.3731,14.2686,14.3731,188030
1342,VCB,20141117,14.3731,14.4777,14.2686,14.2686,166070
1343,VCB,20141118,14.2686,14.3731,14.1118,14.1118,114620
1344,VCB,20141119,14.1118,14.2686,13.9028,13.9028,119230
1345,VCB,20141120,13.9028,14.2163,13.9028,14.2163,206200
1346,VCB,20141121,14.2163,14.5299,14.2163,14.3731,456310
1347,VCB,20141124,14.3731,14.3731,14.1118,14.3209,224230
1348,VCB,20141125,14.3209,14.5299,14.3209,14.4254,383160
1349,VCB,20141126,14.4254,14.5299,14.1118,14.1118,492430
1350,VCB,20141127,14.1118,14.3209,14.1118,14.2686,36380
1351,VCB,20141128,14.2686,14.5822,14.2686,14.4777,648600
1352,VCB,20141201,14.4777,14.7913,14.2163,14.739,542630
1353,VCB,20141202,14.739,14.739,14.6345,14.6867,289470
1354,VCB,20141203,14.6867,15.0003,14.5299,15.0003,653260
1355,VCB,20141204,15.0003,15.4185,14.8958,15.3139,703580
1356,VCB,20141205,15.3139,16.2025,15.3139,15.8366,1092600
1357,VCB,20141208,15.8366,16.6206,15.6275,16.4115,835330
1358,VCB,20141209,16.4115,16.8819,16.2547,16.5161,1044670
1359,VCB,20141210,16.5161,16.5161,15.4707,15.6798,823420
1360,VCB,20141211,15.6798,15.8366,15.0526,15.523,743660
1361,VCB,20141212,15.523,16.2025,15.2617,16.2025,243360
1362,VCB,20141215,16.2025,16.2025,15.4707,15.8889,629530
1363,VCB,20141216,15.8889,16.2547,15.6275,15.9934,854290
1364,VCB,20141217,15.9934,16.0979,15.7321,15.8366,1415730
1365,VCB,20141218,15.8366,16.0457,15.7843,15.8889,1108650
1366,VCB,20141219,15.8889,16.0979,14.7913,14.7913,4879410
1367,VCB,20141222,14.7913,15.5753,15.0003,15.5753,521470
1368,VCB,20141223,15.5753,16.2025,15.3139,15.9934,1385040
1369,VCB,20141224,15.9934,16.0979,15.6275,15.7843,436330
1370,VCB,20141225,15.7843,15.8366,15.5753,15.6275,405750
1371,VCB,20141226,15.6275,16.2025,15.4185,16.0979,1898200
1372,VCB,20141229,16.0979,16.7774,16.0979,16.5683,1415520
1373,VCB,20141230,16.5683,16.9342,16.5683,16.7251,1208200
1374,VCB,20141231,16.7251,16.8819,16.5161,16.6729,854260
1375,VCB,20150105,16.6729,16.7774,16.4115,16.6729,310010
1376,VCB,20150106,16.6729,17.7704,16.6729,17.7704,1684600
1377,VCB,20150107,17.7704,18.084,17.3,17.5614,1430340
1378,VCB,20150108,17.5614,18.2931,17.5614,18.084,904240
1379,VCB,20150109,18.084,19.3384,18.2408,19.2862,2286680
1380,VCB,20150112,19.2862,19.7565,19.1816,19.4429,3059730
1381,VCB,20150113,19.4429,19.4952,19.0771,19.3384,1496280
1382,VCB,20150114,19.3384,19.9133,19.2339,19.5475,2338820
1383,VCB,20150115,19.5475,19.7565,19.2339,19.2339,1083780
1384,VCB,20150116,19.2339,19.2339,18.868,18.9726,678030
1385,VCB,20150119,18.9726,19.4429,18.5022,18.5022,922600
1386,VCB,20150120,18.5022,18.868,18.4499,18.8158,802390
1387,VCB,20150121,18.8158,18.8158,18.5022,18.5022,536600
1388,VCB,20150122,18.5022,19.2862,18.2408,18.9203,1904310
1389,VCB,20150123,18.9203,19.8611,18.9726,19.3907,1369330
1390,VCB,20150126,19.3907,19.5997,19.1294,19.1294,498570
1391,VCB,20150127,19.1294,19.2339,18.5544,18.9726,1039610
1392,VCB,20150128,18.9726,19.652,18.8158,19.5475,1341830
1393,VCB,20150129,19.5475,19.5475,19.2339,19.2862,591880
1394,VCB,20150130,19.2862,19.2862,18.6067,18.659,1161160
1395,VCB,20150202,18.659,18.868,18.5022,18.659,608170
1396,VCB,20150203,18.659,18.7112,17.4046,17.4046,1492700
1397,VCB,20150204,17.4046,17.4046,16.6729,17.3,1365870
1398,VCB,20150205,17.3,18.2931,17.5091,18.2408,814650
1399,VCB,20150206,18.2408,18.8158,18.2931,18.8158,688720
1400,VCB,20150209,18.8158,19.1816,18.5544,18.9203,1011240
1401,VCB,20150210,18.9203,19.2862,18.9726,19.0248,592970
1402,VCB,20150211,19.0248,19.4952,18.9726,19.3907,531780
1403,VCB,20150212,19.3907,19.5475,18.9726,18.9726,578600
1404,VCB,20150213,18.9726,19.2339,18.9726,19.0771,388300
1405,VCB,20150224,19.0771,20.3837,19.1816,20.3837,1012520
1406,VCB,20150225,20.3837,20.8541,19.9133,19.9133,890900
1407,VCB,20150226,19.9133,20.8541,20.0701,20.5928,740750
1408,VCB,20150227,20.5928,20.6451,19.8088,20.0701,701990
1409,VCB,20150302,20.0701,20.2269,19.7043,20.0701,310940
1410,VCB,20150303,20.0701,20.3837,19.8611,20.1224,565220
1411,VCB,20150304,20.1224,20.2792,19.9133,20.2792,446280
1412,VCB,20150305,20.2792,20.2792,19.8088,19.8088,692720
1413,VCB,20150306,19.8088,19.8611,19.1816,19.4952,1411330
1414,VCB,20150309,19.4952,19.4952,18.868,19.0248,1180460
1415,VCB,20150310,19.0248,19.3384,18.868,19.2339,596890
1416,VCB,20150311,19.2339,19.2862,19.0248,19.0771,576700
1417,VCB,20150312,19.0771,19.2862,19.0248,19.2339,378150
1418,VCB,20150313,19.2339,19.5475,19.1816,19.1816,498020
1419,VCB,20150316,19.1816,19.1816,18.2931,18.4499,2068770
1420,VCB,20150317,18.4499,18.868,18.5544,18.659,600760
1421,VCB,20150318,18.659,18.7635,18.4499,18.7112,305040
1422,VCB,20150319,18.7112,18.7112,18.4499,18.5544,1024340
1423,VCB,20150320,18.5544,19.0248,18.4499,18.8158,4058430
1424,VCB,20150323,18.8158,18.9203,18.3454,18.3976,989730
1425,VCB,20150324,18.3976,18.5022,18.0318,18.4499,1639950
1426,VCB,20150325,18.4499,18.5544,18.2931,18.5022,661510
1427,VCB,20150326,18.5022,18.659,18.2408,18.2931,1339170
1428,VCB,20150327,18.2931,18.6067,18.2408,18.4499,1452040
1429,VCB,20150330,18.4499,18.5544,18.3454,18.3454,664600
1430,VCB,20150331,18.3454,18.6067,18.2931,18.3454,677180
1431,VCB,20150401,18.3454,18.4499,18.1886,18.2931,881700
1432,VCB,20150402,18.2931,18.7112,18.2408,18.659,538520
1433,VCB,20150403,18.659,18.7112,18.5544,18.659,435220
1434,VCB,20150406,18.659,18.659,18.5544,18.5544,346120
1435,VCB,20150407,18.5544,18.7635,18.3454,18.7112,696080
1436,VCB,20150408,18.7112,18.7112,18.5022,18.5544,1039830
1437,VCB,20150409,18.5544,18.9203,18.5022,18.7112,532290
1438,VCB,20150410,18.7112,19.0248,18.7112,18.8158,566250
1439,VCB,20150413,18.8158,19.0248,18.8158,19.0248,666920
1440,VCB,20150414,19.0248,19.1816,18.9726,19.0248,1090910
1441,VCB,20150415,19.0248,19.1816,18.9726,19.1294,685160
1442,VCB,20150416,19.1294,19.652,19.0771,19.4952,1034230
1443,VCB,20150417,19.4952,19.7043,19.4952,19.5475,918190
1444,VCB,20150420,19.5475,19.5997,19.2862,19.4952,526550
1445,VCB,20150421,19.4952,19.4952,19.1294,19.1816,685380
1446,VCB,20150422,19.1816,19.3907,19.1816,19.3384,669760
1447,VCB,20150423,19.3384,19.3907,19.1816,19.3384,408610
1448,VCB,20150424,19.3384,19.4952,19.3384,19.4429,185110
1449,VCB,20150427,19.4429,19.4952,18.9203,18.9203,201080
1450,VCB,20150504,18.9203,19.1816,18.5544,18.6067,511240
1451,VCB,20150505,18.6067,19.4429,18.5544,19.4429,473810
1452,VCB,20150506,19.4429,19.5475,19.1816,19.3907,429770
1453,VCB,20150507,19.3907,19.7043,19.2862,19.652,686100
1454,VCB,20150508,19.652,20.436,19.4952,20.2269,1036170
1455,VCB,20150511,20.2269,20.4883,20.1747,20.3315,312920
1456,VCB,20150512,20.3315,20.436,20.0179,20.1747,432980
1457,VCB,20150513,20.1747,20.1747,19.5997,19.9133,364050
1458,VCB,20150514,19.9133,20.1224,19.7565,20.0179,61900
1459,VCB,20150515,20.0179,20.3315,19.8088,20.0701,465740
1460,VCB,20150518,20.0701,20.2269,19.7043,20.1747,556660
1461,VCB,20150519,20.1747,20.6451,19.9133,20.436,350870
1462,VCB,20150520,20.436,20.7496,20.3837,20.6973,482750
1463,VCB,20150521,20.6973,21.1677,20.7496,20.9064,685570
1464,VCB,20150522,20.9064,22.1085,20.9064,22.0562,1282150
1465,VCB,20150525,22.0562,22.1608,21.7427,21.9517,686420
1466,VCB,20150526,21.9517,22.788,21.8995,22.4744,1016490
1467,VCB,20150527,22.4744,22.788,22.0562,22.4221,757720
1468,VCB,20150528,22.4221,23.1016,22.213,22.5266,1048640
1469,VCB,20150529,22.5266,22.997,22.3176,22.6312,1080710
1470,VCB,20150601,22.6312,24.0424,22.6312,23.8856,1207510
1471,VCB,20150602,23.8856,25.1922,23.9378,23.9901,2101670
1472,VCB,20150603,23.9901,24.3037,22.997,23.2584,667560
1473,VCB,20150604,23.2584,23.781,22.9448,23.2584,403010
1474,VCB,20150605,23.2584,23.8856,22.8402,23.572,602160
1475,VCB,20150608,23.572,23.9901,23.3106,23.6765,452900
1476,VCB,20150609,23.6765,23.6765,22.9448,23.1016,691070
1477,VCB,20150610,23.1016,23.2061,22.3698,22.6312,630440
1478,VCB,20150611,22.6312,23.3106,22.4221,22.8402,805370
1479,VCB,20150612,22.8402,22.997,22.7357,22.788,257260
1480,VCB,20150615,22.788,23.6765,22.788,23.6765,454090
1481,VCB,20150616,23.6765,23.781,23.2584,23.2584,360950
1482,VCB,20150617,23.2584,23.572,22.9448,23.2061,272520
1483,VCB,20150618,23.2061,23.7288,23.1538,23.4674,462680
1484,VCB,20150619,23.4674,24.3037,23.3629,24.3037,1800460
1485,VCB,20150622,24.3037,24.8786,24.356,24.8786,614680
1486,VCB,20150623,24.8786,24.9309,24.565,24.8786,400240
1487,VCB,20150624,24.8786,24.9309,24.5128,24.5128,503260
1488,VCB,20150625,24.5128,24.7741,24.3037,24.5128,497890
1489,VCB,20150626,24.5127,25.0467,23.8718,23.8718,689150
1490,VCB,20150629,23.8718,25.2069,23.5514,25.1001,801070
1491,VCB,20150630,25.1001,26.1148,24.8865,26.0614,1268430
1492,VCB,20150701,26.0614,26.1148,25.2603,25.9012,543510
1493,VCB,20150702,25.9012,27.5033,25.7944,27.5033,977550
1494,VCB,20150703,27.5033,29.3725,27.5033,29.1055,784290
1495,VCB,20150706,29.1055,29.6395,28.3044,29.1055,1229700
1496,VCB,20150707,29.1055,29.9065,28.5714,28.8385,1003450
1497,VCB,20150708,28.8385,29.1055,26.9693,27.7704,1655430
1498,VCB,20150709,27.7704,29.1055,26.9693,28.0374,1079840
1499,VCB,20150710,28.0374,28.8385,28.0374,28.0374,464880
1500,VCB,20150713,28.0374,28.5714,27.7704,28.0374,1213060
1501,VCB,20150714,28.0374,28.3044,26.7023,28.0374,514730
1502,VCB,20150715,28.0374,28.0374,27.2363,27.2363,400670
1503,VCB,20150716,27.2363,27.7704,26.7023,27.2363,375790
1504,VCB,20150717,27.2363,27.7704,27.2363,27.2363,343320
1505,VCB,20150720,27.2363,27.2363,26.3284,26.3818,426470
1506,VCB,20150721,26.3818,26.9693,26.1148,26.275,605660
1507,VCB,20150722,26.275,28.0374,26.1682,27.7704,1103990
1508,VCB,20150723,27.7704,28.3044,27.5033,27.5033,399180
1509,VCB,20150724,27.5033,27.7704,26.9693,26.9693,353890
1510,VCB,20150727,26.9693,27.5033,26.7023,27.2363,925380
1511,VCB,20150728,27.2363,28.3044,27.2363,27.5033,748360
1512,VCB,20150729,27.5033,27.7704,27.2363,27.2363,396810
1513,VCB,20150730,27.2363,27.2363,26.7023,27.2363,320770
1514,VCB,20150731,27.2363,27.5033,26.6489,26.6489,373390
1515,VCB,20150803,26.6489,26.6489,24.9933,25.5808,1106740
1516,VCB,20150804,25.5808,25.6876,24.5661,24.5661,747010
1517,VCB,20150805,24.5661,24.9933,24.4059,24.6195,1028160
1518,VCB,20150806,24.6195,25.0467,23.9786,24.0854,892770
1519,VCB,20150807,24.0854,24.1923,23.498,23.9786,1371930
1520,VCB,20150810,23.9786,24.7797,23.8184,24.7797,412410
1521,VCB,20150811,24.7797,25.5808,24.7263,25.1535,1507950
1522,VCB,20150812,25.1535,25.1535,24.1923,24.2991,1038470
1523,VCB,20150813,24.2991,24.2991,23.4446,23.498,1183060
1524,VCB,20150814,23.498,23.7116,22.6435,23.1242,1536800
1525,VCB,20150817,23.1242,23.3912,21.522,21.8959,1552820
1526,VCB,20150818,21.8959,22.6969,21.7891,22.6969,1044970
1527,VCB,20150819,22.6969,23.231,22.0027,23.1242,1125290
1528,VCB,20150820,23.1242,23.231,22.5367,22.9105,768710
1529,VCB,20150821,22.9105,22.9105,21.6822,22.6435,1153140
1530,VCB,20150824,22.6435,22.6435,21.0948,21.0948,2073440
1531,VCB,20150825,21.0948,21.7356,20.2937,21.4152,1945960
1532,VCB,20150826,21.4152,22.3231,21.4152,21.8959,1029560
1533,VCB,20150827,21.8959,22.8571,22.0561,22.2163,1471170
1534,VCB,20150828,22.2163,23.1776,22.2163,23.1776,2136610
1535,VCB,20150831,23.1776,23.2844,22.6969,22.6969,1309110
1536,VCB,20150901,22.6969,22.964,22.4299,22.6969,657910
1537,VCB,20150903,22.6969,22.8571,22.0561,22.2163,1436900
1538,VCB,20150904,22.2163,22.5901,22.2163,22.4299,545040
1539,VCB,20150907,22.4299,22.7503,22.3765,22.4833,593370
1540,VCB,20150908,22.4833,23.7116,22.4299,23.7116,2703220
1541,VCB,20150909,23.7116,24.8865,24.032,24.4593,1813760
1542,VCB,20150910,24.4593,24.9933,23.9252,24.5661,1389010
1543,VCB,20150911,24.5661,24.6195,23.8184,23.9252,892160
1544,VCB,20150914,23.9252,24.4059,23.0708,23.0708,1161100
1545,VCB,20150915,23.0708,23.1776,22.7503,22.8037,728090
1546,VCB,20150916,22.8037,23.5514,22.964,23.498,573270
1547,VCB,20150917,23.498,23.6582,23.2844,23.2844,389220
1548,VCB,20150918,23.2844,23.9252,23.498,23.498,3095740
1549,VCB,20150921,23.498,23.9252,23.498,23.8718,368840
1550,VCB,20150922,23.8718,24.0854,23.7116,23.8184,297400
1551,VCB,20150923,23.8184,23.8184,23.498,23.765,748260
1552,VCB,20150924,23.765,24.032,23.5514,23.5514,551100
1553,VCB,20150925,23.5514,23.6582,23.4446,23.498,468130
1554,VCB,20150928,23.498,23.5514,22.964,22.964,1007870
1555,VCB,20150929,22.964,22.964,22.5901,22.8571,906190
1556,VCB,20150930,22.8571,23.1776,22.9105,22.9105,343930
1557,VCB,20151001,22.9105,23.0708,22.9105,22.964,280230
1558,VCB,20151002,22.964,23.231,22.8037,22.964,413940
1559,VCB,20151005,22.964,23.3378,22.964,23.231,336080
1560,VCB,20151006,23.231,24.2457,23.498,24.1923,1309620
1561,VCB,20151007,24.1923,24.7797,24.1389,24.1389,1526700
1562,VCB,20151008,24.1389,25.1535,24.2457,25.0467,1338160
1563,VCB,20151009,25.0467,25.3672,24.8331,24.8331,711050
1564,VCB,20151012,24.8331,25.8478,24.8865,25.6876,1523040
1565,VCB,20151013,25.6876,25.6876,25.3672,25.5808,738570
1566,VCB,20151014,25.5808,25.5808,25.2069,25.2069,921110
1567,VCB,20151015,25.2069,25.4206,25.1535,25.3138,504420
1568,VCB,20151016,25.3138,25.5274,24.9399,24.9399,682110
1569,VCB,20151019,24.9399,24.9399,24.5661,24.5661,872090
1570,VCB,20151020,24.5661,24.6195,24.1923,24.2457,939520
1571,VCB,20151021,24.2457,24.8865,24.2457,24.3525,664260
1572,VCB,20151022,24.3525,24.6729,24.3525,24.6729,360190
1573,VCB,20151023,24.6729,25.1535,24.8331,25.0467,760300
1574,VCB,20151026,25.0467,25.2069,24.9399,24.9399,758050
1575,VCB,20151027,24.9399,25.0467,24.7797,24.8865,395950
1576,VCB,20151028,24.8865,24.9399,24.5661,24.6195,662770
1577,VCB,20151029,24.6195,24.9399,24.5661,24.9399,758130
1578,VCB,20151030,24.9399,25.474,24.9399,25.474,1711470
1579,VCB,20151102,25.474,25.9012,25.4206,25.474,1229570
1580,VCB,20151103,25.474,25.741,25.1535,25.741,715650
1581,VCB,20151104,25.741,26.0614,25.741,25.741,935950
1582,VCB,20151105,25.741,25.741,25.474,25.5808,374890
1583,VCB,20151106,25.5808,25.9012,25.2603,25.6342,832310
1584,VCB,20151109,25.6342,26.3284,25.5274,26.2216,1119460
1585,VCB,20151110,26.2216,26.2216,25.7944,25.7944,613510
1586,VCB,20151111,25.7944,25.9546,25.474,25.474,491500
1587,VCB,20151112,25.474,25.474,24.9399,25.4206,879940
1588,VCB,20151113,25.4206,25.5274,25.1535,25.3672,571470
1589,VCB,20151116,25.3672,25.4206,25.0467,25.1535,426970
1590,VCB,20151117,25.1535,25.6342,25.1001,25.2069,448710
1591,VCB,20151118,25.2069,25.3672,25.1001,25.2069,302580
1592,VCB,20151119,25.2069,25.3138,25.0467,25.1001,359250
1593,VCB,20151120,25.1001,25.2603,25.1001,25.1001,268060
1594,VCB,20151123,25.1001,25.2069,24.9399,24.9399,463650
1595,VCB,20151124,24.9399,24.9399,24.5661,24.6729,402700
1596,VCB,20151125,24.6729,24.7797,24.2991,24.5661,391200
1597,VCB,20151126,24.5661,24.5661,24.2457,24.2457,281040
1598,VCB,20151127,24.2457,24.2457,23.5514,23.6582,673400
1599,VCB,20151130,23.6582,23.6582,22.9105,22.9105,977620
1600,VCB,20151201,22.9105,23.1776,22.4299,22.4833,880030
1601,VCB,20151202,22.4833,22.8037,22.4299,22.5367,1737010
