time,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
1726,VCB,20160607,25.5274,25.7944,25.474,25.6876,435960
1727,VCB,20160608,25.6876,25.9546,25.5274,25.5808,912800
1728,VCB,20160609,25.5808,25.7944,25.474,25.6876,401410
1729,VCB,20160610,25.6876,26.2216,25.6876,25.9012,885040
1730,VCB,20160613,25.9012,26.1148,25.7944,25.8478,1201150
1731,VCB,20160614,25.8478,25.9546,25.5274,25.7944,789760
1732,VCB,20160615,25.7944,25.7944,25.474,25.5274,603140
1733,VCB,20160616,25.5274,25.6876,25.4206,25.474,627180
1734,VCB,20160617,25.474,25.474,25.1535,25.1535,946910
1735,VCB,20160620,25.1535,25.2603,24.7263,25.0467,622260
1736,VCB,20160621,25.0467,25.1535,24.9933,25.1001,527750
1737,VCB,20160622,25.1001,25.1535,24.8331,24.9933,483280
1738,VCB,20160623,24.9933,25.6342,24.9933,25.6342,688340
1739,VCB,20160624,25.6342,25.6342,23.8718,24.9933,827980
1740,VCB,20160627,24.9933,24.9933,24.2457,24.6729,341850
1741,VCB,20160628,24.6729,24.9933,24.4593,24.7797,403030
1742,VCB,20160629,24.7797,25.3138,24.8865,25.2603,544530
1743,VCB,20160630,25.2603,25.3672,25.1001,25.2603,478490
1744,VCB,20160701,25.2603,25.5274,25.1001,25.3672,523850
1745,VCB,20160704,25.3672,26.3818,25.3672,26.275,1206430
1746,VCB,20160705,26.275,27.7704,26.3818,26.9693,1658790
1747,VCB,20160706,26.9693,27.5033,26.6489,26.7023,592020
1748,VCB,20160707,26.7023,27.2363,26.5955,27.2363,714940
1749,VCB,20160708,27.2363,28.0374,26.7023,27.2363,834180
1750,VCB,20160711,27.2363,28.5714,27.2363,27.7704,1538540
1751,VCB,20160712,27.7704,28.8385,27.7704,28.8385,725030
1752,VCB,20160713,28.8385,30.7076,28.8385,30.7076,1442560
1753,VCB,20160714,30.7076,31.2417,29.9065,29.9065,921830
1754,VCB,20160715,29.9065,30.4406,28.8385,28.8385,850920
1755,VCB,20160718,28.8385,29.9065,28.3044,29.6395,736570
1756,VCB,20160719,29.6395,30.4406,29.3725,29.9065,559050
1757,VCB,20160720,29.9065,30.1736,28.8385,29.3725,422540
1758,VCB,20160721,29.3725,29.6395,28.3044,29.6395,657360
1759,VCB,20160722,29.6395,29.6395,27.7704,27.7704,886600
1760,VCB,20160725,27.7704,28.5714,27.5033,28.3044,318900
1761,VCB,20160726,28.3044,28.8385,27.7704,28.3044,268770
1762,VCB,20160727,28.3044,29.1055,28.0374,29.1055,402240
1763,VCB,20160728,29.1055,29.3725,28.5714,29.3725,91390
1764,VCB,20160729,29.3725,29.3725,28.5714,28.8385,225610
1765,VCB,20160801,28.8385,28.8385,28.3044,28.3044,365040
1766,VCB,20160802,28.3044,28.3044,27.2363,27.5033,634560
1767,VCB,20160803,27.5033,27.5033,26.4352,26.9693,324230
1768,VCB,20160804,26.9693,28.8385,26.9693,27.7704,537660
1769,VCB,20160805,27.7704,28.0374,26.9693,27.2363,327970
1770,VCB,20160808,27.2363,27.7704,26.9693,27.7704,348760
1771,VCB,20160809,27.7704,28.3044,27.5033,28.3044,181050
1772,VCB,20160810,28.3044,28.8385,28.0374,28.5714,310040
1773,VCB,20160811,28.5714,29.9065,28.5714,29.9065,737430
1774,VCB,20160812,29.9065,29.9065,28.5714,29.1055,331030
1775,VCB,20160815,29.1055,29.3725,28.5714,29.1055,165580
1776,VCB,20160816,29.1055,29.3725,28.5714,28.8385,513280
1777,VCB,20160817,28.8385,28.8385,27.7704,28.3044,635370
1778,VCB,20160818,28.3044,29.3725,28.3044,28.3044,577820
1779,VCB,20160819,28.3044,29.1055,28.3044,28.5714,250570
1780,VCB,20160822,28.5714,29.3725,28.5714,28.5714,466900
1781,VCB,20160823,28.5714,28.8385,28.0374,28.3044,559330
1782,VCB,20160824,28.3044,29.1055,28.5714,28.8385,275230
1783,VCB,20160825,28.8385,29.1055,28.5714,28.8385,453540
1784,VCB,20160826,28.8385,30.7076,29.6395,30.7076,1821780
1785,VCB,20160829,30.7076,32.3097,30.7076,30.7076,1324350
1786,VCB,20160830,30.7076,30.7076,29.3725,29.6395,1550890
1787,VCB,20160831,29.6395,30.1736,28.5714,28.8385,2593570
1788,VCB,20160901,28.8385,29.3725,27.5033,28.0374,3427730
1789,VCB,20160905,28.0374,28.0374,26.5955,26.9693,4191860
1790,VCB,20160906,26.9693,27.5033,26.7023,26.9693,1844160
1791,VCB,20160907,26.9693,27.7704,26.7023,26.9693,1582570
1792,VCB,20160908,26.9693,27.2363,26.7023,26.9693,1899730
1793,VCB,20160909,26.9718,28.7591,27.8029,28.4649,3353710
1794,VCB,20160912,28.4649,28.4649,27.2145,27.5455,1033010
1795,VCB,20160913,27.5455,27.5823,26.479,26.479,2161880
1796,VCB,20160914,26.479,27.5087,26.148,26.8467,1555400
1797,VCB,20160915,26.8467,27.288,26.479,26.479,717270
1798,VCB,20160916,26.479,26.5525,25.7434,25.7434,7265480
1799,VCB,20160919,25.7434,27.1042,26.2583,26.9571,1527320
1800,VCB,20160920,26.9571,27.6558,26.6996,27.5455,1203310
1801,VCB,20160921,27.5455,27.6558,27.2145,27.5455,1739860
1802,VCB,20160922,27.5455,28.1707,27.5455,27.5823,1593200
1803,VCB,20160923,27.5823,27.6926,27.3616,27.4719,836780
1804,VCB,20160926,27.4719,27.9132,27.2513,27.6558,1147450
1805,VCB,20160927,27.6558,28.4281,27.5087,28.3913,2049090
1806,VCB,20160928,28.3913,28.8326,28.3546,28.6855,1753620
1807,VCB,20160929,28.6855,28.7959,27.95,28.1707,1749200
1808,VCB,20160930,28.1707,28.5384,27.95,28.1707,1402860
1809,VCB,20161003,28.1707,28.3913,27.7294,27.8765,1293590
1810,VCB,20161004,27.8765,28.3913,27.8029,27.8765,1653180
1811,VCB,20161005,27.8765,28.3913,28.0603,28.0971,931670
1812,VCB,20161006,28.0971,28.4281,28.0971,28.2074,1173090
1813,VCB,20161007,28.2074,28.4281,27.8029,27.9132,1316880
1814,VCB,20161010,27.9132,28.0971,27.2145,27.5823,1014570
1815,VCB,20161011,27.5823,27.8029,26.9203,27.8029,2070950
1816,VCB,20161012,27.8029,27.9132,27.5455,27.6558,532610
1817,VCB,20161013,27.6558,27.7294,27.288,27.4351,587930
1818,VCB,20161014,27.4351,27.7294,27.3616,27.3616,840790
1819,VCB,20161017,27.3616,27.3616,26.7732,26.7732,1573680
1820,VCB,20161018,26.7732,27.1409,26.5525,26.8099,943960
1821,VCB,20161019,26.8099,27.3616,26.9203,26.9938,960210
1822,VCB,20161020,26.9938,27.2145,26.9938,26.9938,590370
1823,VCB,20161021,26.9938,27.2145,26.9203,26.9938,775760
1824,VCB,20161024,26.9938,27.2145,26.5525,26.5525,682740
1825,VCB,20161025,26.5525,26.5525,26.0376,26.2951,1336590
1826,VCB,20161026,26.2951,26.3319,25.9641,25.9641,694100
1827,VCB,20161027,25.9641,26.6996,25.9641,26.6996,844890
1828,VCB,20161028,26.6996,26.7732,26.4054,26.6996,435980
1829,VCB,20161031,26.6996,26.8099,26.479,26.479,672940
1830,VCB,20161101,26.479,26.6261,26.2583,26.4054,519580
1831,VCB,20161102,26.4054,26.4422,26.0376,26.0376,508170
1832,VCB,20161103,26.0376,26.0376,25.5596,25.7434,984650
1833,VCB,20161104,25.7434,25.8905,25.6699,25.7434,613830
1834,VCB,20161107,25.7434,26.6996,25.7802,26.6628,1085380
1835,VCB,20161108,26.6628,26.8099,26.479,26.7732,1088300
1836,VCB,20161109,26.7732,26.7732,25.7434,26.479,1690880
1837,VCB,20161110,26.479,26.9203,26.7364,26.7732,792150
1838,VCB,20161111,26.7732,27.0674,26.5157,26.6628,898610
1839,VCB,20161114,26.6628,26.6628,26.2951,26.3319,745100
1840,VCB,20161115,26.3319,26.6628,26.2951,26.3319,278870
1841,VCB,20161116,26.3319,26.4054,26.1847,26.3319,455210
1842,VCB,20161117,26.3319,26.3319,26.0009,26.2215,737730
1843,VCB,20161118,26.2215,26.2215,26.0744,26.148,628230
1844,VCB,20161121,26.148,26.3319,26.1112,26.2583,592840
1845,VCB,20161122,26.2583,26.479,26.2215,26.479,623270
1846,VCB,20161123,26.479,26.8099,26.479,26.6996,938330
1847,VCB,20161124,26.6996,26.7364,26.4054,26.479,632950
1848,VCB,20161125,26.479,26.5525,26.2583,26.3319,689900
1849,VCB,20161128,26.3319,26.3319,26.0009,26.1112,1062520
1850,VCB,20161129,26.1112,26.1112,25.5963,25.7434,1322100
1851,VCB,20161130,25.7434,25.8905,25.3021,25.8905,2063550
1852,VCB,20161201,25.8905,26.1112,25.8905,25.9273,866550
1853,VCB,20161202,25.9273,26.0009,25.817,25.9641,751530
1854,VCB,20161205,25.9641,25.9641,25.6699,25.6699,548780
1855,VCB,20161206,25.6699,25.7067,25.0079,25.1182,1338320
1856,VCB,20161207,25.1182,25.3021,25.1182,25.3021,779510
1857,VCB,20161208,25.3021,26.0744,25.155,25.7434,677500
1858,VCB,20161209,25.7434,25.8538,25.5963,25.7802,566840
1859,VCB,20161212,25.7802,25.7802,25.4492,25.6699,557230
1860,VCB,20161213,25.6699,25.6699,25.1918,25.3021,775830
1861,VCB,20161214,25.3021,25.6331,25.1918,25.5963,500040
1862,VCB,20161215,25.5963,25.9641,25.3757,25.7434,540870
1863,VCB,20161216,25.7434,25.817,25.5228,25.817,1269760
1864,VCB,20161219,25.817,25.9641,25.7434,25.8538,847210
1865,VCB,20161220,25.8538,25.9641,25.6331,25.7067,449350
1866,VCB,20161221,25.7067,25.8905,25.5228,25.7067,314930
1867,VCB,20161222,25.7067,25.817,25.6331,25.6699,422940
1868,VCB,20161223,25.6699,26.1847,25.6331,26.1847,985440
1869,VCB,20161226,26.1847,26.6261,26.1847,26.5525,1005930
1870,VCB,20161227,26.5525,26.7732,26.479,26.479,821630
1871,VCB,20161228,26.479,26.5525,26.1847,26.1847,647070
1872,VCB,20161229,26.1847,26.4054,26.0376,26.0744,482410
1873,VCB,20161230,26.0744,26.2583,26.0376,26.0744,565850
1874,VCB,20170103,26.0744,27.5823,26.1847,27.3984,2018750
1875,VCB,20170104,27.3984,27.6558,27.0674,27.2145,1339740
1876,VCB,20170105,27.2145,27.4351,27.1042,27.3248,855250
1877,VCB,20170106,27.3248,28.2442,27.288,27.8765,2495910
1878,VCB,20170109,27.8765,28.6488,28.0236,28.4649,2379510
1879,VCB,20170110,28.4649,28.4649,28.2074,28.2442,1234210
1880,VCB,20170111,28.2442,28.5017,28.1339,28.281,1498220
1881,VCB,20170112,28.281,28.3178,27.8029,27.8765,1863070
1882,VCB,20170113,27.8765,28.1707,27.5455,27.5455,1164660
1883,VCB,20170116,27.5455,27.8029,27.2513,27.4719,641920
1884,VCB,20170117,27.4719,28.7959,27.5823,28.6488,2340000
1885,VCB,20170118,28.6488,28.7959,28.1707,28.1707,1143460
1886,VCB,20170119,28.1707,28.3178,27.95,27.95,521040
1887,VCB,20170120,27.95,28.3178,27.95,27.95,908930
1888,VCB,20170123,27.95,28.2074,27.9132,28.0236,717890
1889,VCB,20170124,28.0236,28.3913,27.95,28.3913,899030
1890,VCB,20170125,28.3913,28.9062,28.2442,28.9062,1352580
1891,VCB,20170202,28.9062,29.1269,28.612,29.0165,1368580
1892,VCB,20170203,29.0165,29.0533,28.4649,28.4649,1546040
1893,VCB,20170206,28.4649,28.612,28.2442,28.4649,1288900
1894,VCB,20170207,28.4649,28.8694,28.5017,28.8694,1527190
1895,VCB,20170208,28.8694,29.274,28.7591,29.2372,1792740
1896,VCB,20170209,29.2372,29.3475,29.0533,29.2004,1203520
1897,VCB,20170210,29.2004,29.2004,28.9062,28.9062,1754030
1898,VCB,20170213,28.9062,28.9062,28.4649,28.5752,1490330
1899,VCB,20170214,28.5752,28.7591,28.3178,28.4649,1325510
1900,VCB,20170215,28.4649,28.9062,28.3913,28.6855,1419820
1901,VCB,20170216,28.6855,29.0901,28.3178,28.3913,1359740
1902,VCB,20170217,28.3913,28.5017,28.1707,28.1707,1220700
1903,VCB,20170220,28.1707,28.3178,27.8765,27.9132,1322360
1904,VCB,20170221,27.9132,28.281,27.9132,28.2442,1076370
1905,VCB,20170222,28.2442,28.3178,27.8029,27.8765,802090
1906,VCB,20170223,27.8765,28.0971,27.619,27.6558,1453770
1907,VCB,20170224,27.6558,27.8397,27.4351,27.5455,785650
1908,VCB,20170227,27.5455,28.2074,27.3616,28.0971,902460
1909,VCB,20170228,28.0971,28.0971,27.5087,27.5087,703780
1910,VCB,20170301,27.5087,27.6558,27.3616,27.3616,753500
1911,VCB,20170302,27.3616,27.7294,27.1409,27.1409,1147120
1912,VCB,20170303,27.1409,27.6558,27.1409,27.5823,516470
1913,VCB,20170306,27.5823,27.95,27.4351,27.4351,510190
1914,VCB,20170307,27.4351,27.5823,27.288,27.5823,561990
1915,VCB,20170308,27.5823,28.0971,27.4351,27.7294,892080
1916,VCB,20170309,27.7294,28.2442,27.8029,27.8029,1001970
1917,VCB,20170310,27.8029,28.0971,27.4719,27.5823,596520
1918,VCB,20170313,27.5823,27.5823,27.2513,27.2513,885720
1919,VCB,20170314,27.2513,27.5087,27.2513,27.2513,502570
1920,VCB,20170315,27.2513,27.3984,27.1777,27.1777,561660
1921,VCB,20170316,27.1777,27.3984,27.1777,27.288,574840
1922,VCB,20170317,27.288,27.619,27.1777,27.2145,3101080
1923,VCB,20170320,27.2145,27.8765,27.5087,27.619,1083060
1924,VCB,20170321,27.619,27.95,27.6558,27.95,975510
1925,VCB,20170322,27.95,28.2074,27.6558,27.7294,1941850
1926,VCB,20170323,27.7294,28.3178,27.6558,28.1339,1640470
1927,VCB,20170324,28.1339,28.3546,27.7661,27.95,1411600
1928,VCB,20170327,27.95,28.2442,27.7661,27.8029,1677100
1929,VCB,20170328,27.8029,27.9868,27.4719,27.5087,1950220
1930,VCB,20170329,27.5087,27.5823,27.3248,27.4351,1380040
1931,VCB,20170330,27.4351,27.6558,27.3616,27.3616,1000760
1932,VCB,20170331,27.3616,27.5087,27.1409,27.1409,1648790
1933,VCB,20170403,27.1409,27.2513,26.6996,26.7732,2231080
1934,VCB,20170404,26.7732,27.288,26.8099,27.0674,1012810
1935,VCB,20170405,27.0674,27.4351,27.0674,27.1042,620740
1936,VCB,20170407,27.1042,27.1409,26.9203,27.0674,746360
1937,VCB,20170410,27.0674,27.288,26.9938,26.9938,701010
1938,VCB,20170411,26.9938,27.2145,26.9938,27.1409,494890
1939,VCB,20170412,27.1409,27.2145,26.9571,27.0674,925540
1940,VCB,20170413,27.0674,27.3248,26.9571,27.0306,771230
1941,VCB,20170414,27.0306,27.0306,26.479,26.7364,1028920
1942,VCB,20170417,26.7364,26.8099,26.1112,26.1112,1031640
1943,VCB,20170418,26.1112,26.3686,26.0376,26.3686,534340
1944,VCB,20170419,26.3686,26.5525,26.2583,26.4054,571690
1945,VCB,20170420,26.4054,26.4054,26.0376,26.0376,1002210
1946,VCB,20170421,26.0376,26.4054,26.0376,26.1112,517030
1947,VCB,20170424,26.1112,26.2951,25.817,25.817,450210
1948,VCB,20170425,25.817,25.9641,25.7067,25.817,656130
1949,VCB,20170426,25.817,25.8905,25.7434,25.7802,709260
1950,VCB,20170427,25.7802,25.9641,25.5228,25.6331,2240170
1951,VCB,20170428,25.6331,25.9273,25.5596,25.817,1522920
1952,VCB,20170503,25.817,26.479,25.7802,26.1112,899880
1953,VCB,20170504,26.1112,26.9203,26.0376,26.6996,2186490
1954,VCB,20170505,26.6996,26.6996,26.4054,26.5525,783900
1955,VCB,20170508,26.5525,26.6996,26.2583,26.2951,863080
1956,VCB,20170509,26.2951,26.9203,26.2215,26.8099,1633890
1957,VCB,20170510,26.8099,27.2145,26.8099,27.0306,1447800
1958,VCB,20170511,27.0306,27.2145,27.0306,27.0674,1216160
1959,VCB,20170512,27.0674,27.0674,26.7364,26.8099,898130
1960,VCB,20170515,26.8099,26.8467,26.5893,26.6996,1127830
1961,VCB,20170516,26.6996,26.7732,26.479,26.5157,1005430
1962,VCB,20170517,26.5157,26.7364,26.479,26.6261,1250660
1963,VCB,20170518,26.6261,26.8835,26.5525,26.7364,1050880
1964,VCB,20170519,26.7364,27.0306,26.6996,27.0306,1089810
1965,VCB,20170522,27.0306,28.0971,27.0306,27.5823,3432310
1966,VCB,20170523,27.5823,27.7294,27.3616,27.3616,1332510
1967,VCB,20170524,27.3616,27.9868,27.2513,27.7661,1579160
1968,VCB,20170525,27.7661,27.8397,27.288,27.288,1692550
1969,VCB,20170526,27.288,27.3984,26.9938,26.9938,1241870
1970,VCB,20170529,26.9938,27.5087,26.7732,26.7732,1697170
1971,VCB,20170530,26.7732,26.9938,26.6261,26.6996,1368210
1972,VCB,20170531,26.6996,26.9938,26.3319,26.6261,1478930
1973,VCB,20170601,26.6261,26.9571,26.6261,26.6996,972860
1974,VCB,20170602,26.6996,26.8467,26.5525,26.6996,1088530
1975,VCB,20170605,26.6996,27.4351,26.7364,27.3616,1909000
1976,VCB,20170606,27.3616,28.4281,27.3616,28.4281,4750190
1977,VCB,20170607,28.4281,28.5752,28.0971,28.1707,2419330
1978,VCB,20170608,28.1707,28.1707,27.8029,27.8765,1634700
1979,VCB,20170609,27.8765,28.3913,27.8765,28.2442,1972850
1980,VCB,20170612,28.2442,28.281,27.9132,28.2074,971550
1981,VCB,20170613,28.2074,28.4281,27.95,28.3546,986280
1982,VCB,20170614,28.3546,28.9798,28.3546,28.8326,2818810
1983,VCB,20170615,28.8326,29.1269,28.7223,29.0533,2996650
1984,VCB,20170616,29.0533,29.3107,28.8694,29.0533,2708280
1985,VCB,20170619,29.0533,29.4211,28.9798,29.2004,1526720
1986,VCB,20170620,29.2004,29.274,28.9062,29.0533,2278990
1987,VCB,20170621,29.0533,29.0533,27.95,28.4281,2270290
1988,VCB,20170622,28.4281,28.5017,28.0236,28.0236,1355410
1989,VCB,20170623,28.0236,28.0971,27.7661,28.0236,1880570
1990,VCB,20170626,28.0236,28.3913,28.0603,28.3178,1214450
1991,VCB,20170627,28.3178,28.5752,28.1339,28.1339,1026510
1992,VCB,20170628,28.1339,28.1707,27.8397,27.9868,1400580
1993,VCB,20170629,27.9868,28.2074,27.8765,28.0971,841580
1994,VCB,20170630,28.0971,28.3913,28.0236,28.3178,854400
1995,VCB,20170703,28.3178,28.7959,28.2442,28.612,1812960
1996,VCB,20170704,28.612,28.6855,28.3178,28.4649,819980
1997,VCB,20170705,28.4649,28.6855,28.281,28.5752,799160
1998,VCB,20170706,28.5752,29.0533,28.5384,28.943,2378800
1999,VCB,20170707,28.943,29.1636,28.4649,28.4649,1164990
2000,VCB,20170710,28.4649,28.7591,27.95,28.0236,1364350
2001,VCB,20170711,28.0236,28.1707,27.6558,28.1707,1103920
2002,VCB,20170712,28.1707,28.3178,27.8397,27.95,1299690
2003,VCB,20170713,27.95,28.3178,27.95,28.0971,467540
2004,VCB,20170714,28.0971,28.2074,27.9868,28.1339,386280
2005,VCB,20170717,28.1339,28.2074,27.7294,27.7294,703340
2006,VCB,20170718,27.7294,27.95,27.619,27.7661,1396110
2007,VCB,20170719,27.7661,27.9132,27.5823,27.6558,1170570
2008,VCB,20170720,27.6558,27.6558,27.288,27.5455,1086130
2009,VCB,20170721,27.5455,27.7294,27.2145,27.2145,1058900
2010,VCB,20170724,27.2145,27.4351,26.9571,27.4351,914230
2011,VCB,20170725,27.4351,27.4719,27.1409,27.4351,483370
2012,VCB,20170726,27.4351,27.6558,27.3616,27.5087,1240450
2013,VCB,20170727,27.5087,27.619,27.4719,27.4719,661800
2014,VCB,20170728,27.4719,27.8029,27.4351,27.5823,1246630
2015,VCB,20170731,27.5823,27.8765,27.5823,27.7661,1097910
2016,VCB,20170801,27.7661,28.4649,27.95,28.2442,1710380
2017,VCB,20170802,28.2442,28.2442,27.8029,28.0236,943280
2018,VCB,20170803,28.0236,28.2442,28.0236,28.1707,677010
2019,VCB,20170804,28.1707,28.2442,27.8765,27.9868,755620
2020,VCB,20170807,27.9868,28.1339,27.95,27.9868,748690
2021,VCB,20170808,27.9868,28.6488,27.9868,28.2442,1643470
2022,VCB,20170809,28.2442,28.3546,27.5823,27.8029,1227850
2023,VCB,20170810,27.8029,27.8765,27.5455,27.7294,1133390
2024,VCB,20170811,27.7294,27.7294,27.4351,27.5455,580140
2025,VCB,20170814,27.5455,27.8029,27.5455,27.6926,363540
2026,VCB,20170815,27.6926,27.7294,27.4351,27.4351,466800
2027,VCB,20170816,27.4351,27.619,27.3984,27.5823,388380
2028,VCB,20170817,27.5823,27.619,27.3248,27.4351,521370
2029,VCB,20170818,27.4351,27.8029,27.3248,27.5823,720950
2030,VCB,20170821,27.5823,27.6558,27.4351,27.5087,257280
2031,VCB,20170822,27.5087,27.5823,27.1409,27.1409,547530
2032,VCB,20170823,27.1409,27.288,26.9938,27.2145,551970
2033,VCB,20170824,27.2145,27.5455,27.1409,27.2513,326460
2034,VCB,20170825,27.2513,27.5087,27.2513,27.3248,222240
2035,VCB,20170828,27.3248,27.5455,27.288,27.5455,664630
2036,VCB,20170829,27.5455,27.5823,27.2145,27.2145,691290
2037,VCB,20170830,27.2145,27.4351,27.1409,27.2145,697600
2038,VCB,20170831,27.2145,27.5455,27.1042,27.288,697650
2039,VCB,20170901,27.288,27.5823,27.288,27.5455,655740
2040,VCB,20170905,27.5455,28.1707,27.3248,28.0603,1658120
2041,VCB,20170906,28.0603,28.0603,27.7661,27.95,589690
2042,VCB,20170907,27.95,27.95,27.7294,27.7294,558020
2043,VCB,20170908,27.7294,28.0236,27.6926,27.7294,753240
2044,VCB,20170911,27.7294,28.612,27.7294,27.7294,1858420
2045,VCB,20170912,27.7294,28.0236,27.6926,27.9868,1335940
2046,VCB,20170913,27.9868,28.2442,27.8765,27.9868,774520
2047,VCB,20170914,27.9868,28.3178,27.8765,28.1707,2432090
2048,VCB,20170915,28.1707,28.2442,27.8765,27.95,2799180
2049,VCB,20170918,27.95,28.0971,27.6558,27.6558,2916990
2050,VCB,20170919,27.6558,27.8029,27.4351,27.5087,2466890
2051,VCB,20170920,27.5087,28.0971,27.5455,27.8029,2168280
2052,VCB,20170921,27.8029,28.0603,27.7661,27.8397,1215880
2053,VCB,20170922,27.8397,27.8765,27.6558,27.6926,1052820
2054,VCB,20170925,27.6926,27.7661,27.5455,27.5823,1065690
2055,VCB,20170926,27.5823,27.7294,27.4351,27.6926,871840
2056,VCB,20170927,27.6926,27.95,27.619,27.7294,1377060
2057,VCB,20170928,27.7293,28.1427,27.8796,27.9924,1573710
2058,VCB,20170929,27.9924,28.3681,27.9548,28.2554,2122200
2059,VCB,20171002,28.2554,28.6311,28.1427,28.293,1205110
2060,VCB,20171003,28.293,28.4808,28.1802,28.2554,1417210
2061,VCB,20171004,28.2554,29.3074,28.1802,29.1571,4836990
2062,VCB,20171005,29.1571,30.0589,29.082,29.082,5672370
2063,VCB,20171006,29.082,29.4202,29.0444,29.345,2322970
2064,VCB,20171009,29.345,29.7959,29.4202,29.608,2500440
2065,VCB,20171010,29.608,29.9838,29.4577,29.7959,2583380
2066,VCB,20171011,29.7959,29.9838,29.345,29.5705,2835470
2067,VCB,20171012,29.5705,29.6456,29.345,29.345,1767480
2068,VCB,20171013,29.345,29.608,29.3074,29.5705,1784200
2069,VCB,20171016,29.5705,29.6832,29.2699,29.345,1542490
2070,VCB,20171017,29.345,30.8104,29.3074,30.8104,3062770
2071,VCB,20171018,30.8104,31.111,30.4722,30.5849,3053330
2072,VCB,20171019,30.5849,30.7352,30.2844,30.4347,1482080
2073,VCB,20171020,30.4347,31.0358,30.3971,30.6601,2072400
2074,VCB,20171023,30.6601,31.0734,29.9086,29.9838,3568930
2075,VCB,20171024,29.9838,30.2844,29.6832,30.0589,1212060
2076,VCB,20171025,30.0589,30.6601,30.0589,30.6225,1385130
2077,VCB,20171026,30.6225,30.9983,30.2092,30.5098,1922030
2078,VCB,20171027,30.5098,31.5619,30.3971,31.5619,2347090
2079,VCB,20171030,31.5619,32.2758,31.1861,31.4867,3808170
2080,VCB,20171031,31.4867,31.637,31.111,31.111,1322440
2081,VCB,20171101,31.111,31.4491,31.0734,31.2613,2149100
2082,VCB,20171102,31.2613,32.2382,30.8855,30.8855,2341010
2083,VCB,20171103,30.8855,31.4867,30.6601,31.4867,1399850
2084,VCB,20171106,31.4867,32.2382,31.4116,31.9376,2460760
2085,VCB,20171107,31.9376,32.2006,31.5619,31.9,1712940
2086,VCB,20171108,31.9,33.0648,31.7122,32.7642,2695690
2087,VCB,20171109,32.7642,33.0648,32.3885,32.3885,1899000
2088,VCB,20171110,32.3885,32.8018,32.163,32.3885,2187370
2089,VCB,20171113,32.3885,32.8394,32.3133,32.6139,2104320
2090,VCB,20171114,32.6139,33.3654,32.5763,32.9145,3008230
2091,VCB,20171115,32.9145,33.2151,32.7642,32.7642,1304050
2092,VCB,20171116,32.7642,33.7036,32.7642,33.5908,2077060
2093,VCB,20171117,33.5908,33.929,33.3278,33.3654,2063770
2094,VCB,20171120,33.3654,33.8163,33.3278,33.8163,1783000
2095,VCB,20171121,33.8163,35.8453,33.9666,35.0938,3799100
2096,VCB,20171122,35.0938,36.1458,35.0938,36.0707,3116060
2097,VCB,20171123,36.0707,36.747,35.2065,35.9956,2666680
2098,VCB,20171124,35.9956,35.9956,35.3192,35.6198,1363450
2099,VCB,20171127,35.6198,36.221,35.1689,35.9956,2242960
2100,VCB,20171128,35.9956,36.3713,35.695,36.221,1712500
2101,VCB,20171129,36.221,36.8222,36.0707,36.8222,1440140
2102,VCB,20171130,36.8222,37.5736,36.4464,36.4464,1997210
2103,VCB,20171201,36.4464,36.747,36.0707,36.2961,2085760
2104,VCB,20171204,36.2961,37.1228,36.2961,37.1228,1939700
2105,VCB,20171205,37.1228,37.5736,36.1458,36.1458,1975550
2106,VCB,20171206,36.1458,36.2961,35.3944,36.0707,2102030
2107,VCB,20171207,36.0707,36.0707,35.0938,35.7701,2737090
2108,VCB,20171208,35.7701,35.7701,34.9435,35.3568,1517040
2109,VCB,20171211,35.3568,35.3568,33.5157,33.5157,1447900
2110,VCB,20171212,33.5157,34.1169,31.2613,33.5908,2440280
2111,VCB,20171213,33.5908,33.8914,32.8394,33.0648,1177420
2112,VCB,20171214,33.0648,34.192,32.9897,34.0417,2166840
2113,VCB,20171215,34.0417,34.9435,33.9666,34.5678,2574240
2114,VCB,20171218,34.5678,36.221,35.0186,35.9204,2349430
2115,VCB,20171219,35.9204,36.4089,35.5822,35.8828,1958480
2116,VCB,20171220,35.8828,37.0852,35.6198,36.8222,2587600
2117,VCB,20171221,36.8222,36.9725,36.4464,36.4464,1547200
2118,VCB,20171222,36.4464,38.1748,36.1083,38.1748,4459390
2119,VCB,20171225,38.1748,38.8511,38.1748,38.6257,1491740
2120,VCB,20171226,38.6257,38.8511,37.9494,38.6257,1701570
2121,VCB,20171227,38.6257,39.6778,38.4003,39.4523,2214360
2122,VCB,20171228,39.4523,41.2559,39.4523,40.6547,2321870
2123,VCB,20171229,40.6547,41.331,40.5044,40.805,2753570
2124,VCB,20180102,40.805,41.6316,40.2789,41.331,2801720
2125,VCB,20180103,41.331,41.857,40.9553,41.2559,1843870
2126,VCB,20180104,41.2559,41.6316,40.805,41.6316,1990040
2127,VCB,20180105,41.6316,41.6316,40.5044,40.5795,2045200
2128,VCB,20180108,40.5795,41.7067,39.8281,41.6316,2071140
2129,VCB,20180109,41.6316,43.9612,40.9553,43.9612,2853160
2130,VCB,20180110,43.9612,44.4872,43.0594,43.5854,2842830
2131,VCB,20180111,43.5854,44.1866,42.9842,44.1866,1766240
2132,VCB,20180112,44.1866,44.6375,43.5854,43.5854,2525840
2133,VCB,20180115,43.5854,45.0884,42.834,45.0884,2061850
